Time[ms],Latitude,Longitude,Speed[m/s],Distance,Altitude[m],Accuracy[m],Flag,Acceleration[m/s^2],AccWork[J],AeroWork[J],GradeWork[J],RollWork[J],StandStillWork[J],TotalWork[J],StandStillTime[s],Fuel[l],CO2[kg],AccECE[%],AeroECE[%],STSECE[%],WorkECE[%]
1760536039974,12.5422717,-70.05131,6.7,6.7,4.477777324802005,1.5,0,0.6000000000000005,24192,796,18556.75711162091,3312,0,46856.757111620915,0,0.0023855875851061473,0.0063552053267227765,73.26779421908803,53.07116141074528,0,43.65812101446918
1760536040975,12.542335,-70.0513133,7.03,7.03703,4.27804859007944,1.5,0,0.3296703296703298,14272,921,-12343.834992058735,3479,0,6328.165007941265,0,0.00032218174730883753,0.0008582921748307433,74.13669530404415,52.979154527776295,0,44.61034125251829
1760536041975,12.5424,-70.0513133,6.85,6.85,4.478335889722217,1.4,0,-0.1800000000000006,-7870,851,12378.355979822583,3386,0,8745.355979822583,0,0.0004452466183927268,0.0011861369913982241,73.5635764057757,52.8930443274709,0,44.29453010878049
1760536042974,12.5424667,-70.0513117,7.11,7.10289,4.7786349221567015,1.4,0,0.26026026026026094,11433,951,18559.381101548435,3511,0,34454.38110154844,0,0.0017541534855382674,0.004673064885473944,74.12214721155009,52.80120564149171,0,45.03579959340918
1760536043974,12.5425317,-70.0513083,7.02,7.02,5.278931170195651,1.4,0,-0.09000000000000075,-4006,916,30919.80901755122,3470,0,31299.80901755122,0,0.0015935468097075195,0.004245208701060832,73.53850676914715,52.71225946385745,0,44.73443922450113
1760536044974,12.5425983,-70.0513083,7.06,7.06,5.57922598227686,1.4,0,0.040000000000000036,1774,932,18559.120271054933,3490,0,24755.120271054933,0,0.0012603413301897467,0.0033575493036254855,73.13537125791694,52.62333810022677,0,44.82066915621481
1760536045974,12.5426633,-70.05131,7.04,7.04,5.97950951391104,1.4,0,-0.019999999999999574,-889,924,24738.72310558724,3480,0,28253.72310558724,0,0.0014384634197614876,0.003832066550244603,72.56607250219389,52.535781944962636,0,44.73024215639003
1760536046974,12.5427317,-70.0513117,7.32,7.32,6.479808247134315,1.4,0,0.28000000000000025,12665,1038,30919.96260939806,3619,0,48241.96260939806,0,0.0024561116512604904,0.0065430814389579465,73.21136038309595,52.444515603725904,0,45.52482060833636
1760536047974,12.5428,-70.0513133,7.67,7.67,6.480106940117665,1.4,0,0.34999999999999964,16526,1195,18.46012244996301,3792,0,21531.460122449964,0,0.0010962172186812663,0.0029203226705668936,74.18118177855588,52.352368851841604,0,46.55405409015656
1760536048974,12.5428717,-70.0513133,7.75,7.75,6.580424956370372,1.4,0,0.08000000000000007,3885,1232,6199.95435846607,3831,0,15147.95435846607,0,0.000771217943470291,0.0020545246014048555,73.91288660530127,52.2617683071409,0,46.75205840538074
